,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
137,8646,Harvey,W.H.,William Henry,1311,1839.0,1858.0,"Harvey, W.H.","Harvey, W.H.","Harvey, W.H.",1.0,1.0,http://www.wikidata.org/entity/Q1378128,William Henry Harvey,Harvey,W.H.,"Harvey, W.H.",,259531,0000 0001 0775 8592,635.0,3705-1,Harv.,Q1378128,P000482b,1811.0,1866.0,,,http://www.wikidata.org/wiki/Q1378128,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=635,https://www.ipni.org/a/3705-1,https://bloodhound-tracker.net/Q1378128,http://www.eoas.info/biogs/P000482b,http://adb.anu.edu.au/biography/harvey-william-henry-3732
145,15759,Perry,R.A.,,1269,1946.0,1958.0,"Perry, R.A.","Perry, R.A.","Perry, R.A.",1.0,1.0,http://www.wikidata.org/entity/Q62086632,Rayden Alfred Perry,Perry,R.A.,"Perry, R.A.",,,,48778,,,,P004558b,1925.0,2004.0,,,http://www.wikidata.org/wiki/Q62086632,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48778,,,http://www.eoas.info/biogs/P004558b,
146,19463,Sullivan,D.J.,Daniel,1268,1869.0,1897.0,"Sullivan, D.J.","Sullivan, D.J.","Sullivan, D.J.",1.0,1.0,http://www.wikidata.org/entity/Q36541411,Derek J. Sullivan,Sullivan,D.J.,"Sullivan, D.J.",,,,,20003493-1,D.J.Sullivan,,,,,,,http://www.wikidata.org/wiki/Q36541411,,,https://www.ipni.org/a/20003493-1,,,
152,19381,Streimann,H.,,1237,1963.0,2001.0,"Streimann, H.","Streimann, H.","Streimann, H.",1.0,1.0,http://www.wikidata.org/entity/Q21339679,Heinar Streimann,Streimann,H.,"Streimann, H.",,69178760,0000 0001 1573 7118,2053,15669-1,Streimann,,P005606b,1938.0,2001.0,,,http://www.wikidata.org/wiki/Q21339679,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2053,https://www.ipni.org/a/15669-1,,http://www.eoas.info/biogs/P005606b,
153,11634,Lebel,T.,Teresa,1218,1992.0,2017.0,"Lebel, T.","Lebel, T.","Lebel, T.",1.0,1.0,http://www.wikidata.org/entity/Q6142582,Teresa Lebel,Lebel,T.,"Lebel, T.",0000-0002-8592-1102,,,,20002421-1,T.Lebel,,,1974.0,,,,http://www.wikidata.org/wiki/Q6142582,https://orcid.org/0000-0002-8592-1102,,https://www.ipni.org/a/20002421-1,,,
160,20985,Walters,N.E.M.,,1185,1947.0,1976.0,"Walters, N.E.M.","Walters, N.E.M.","Walters, N.E.M.",1.0,1.0,http://www.wikidata.org/entity/Q21612108,Neville E.M. Walters,Walters,N.E.M.,"Walters, N.E.M.",,,,,28531-1,N.Walters,,,1916.0,2004.0,,,http://www.wikidata.org/wiki/Q21612108,,,https://www.ipni.org/a/28531-1,,,
168,9172,Hill,G.F.,,1149,1901.0,1941.0,"Hill, G.F.","Hill, G.F.","Hill, G.F.",1.0,1.0,http://www.wikidata.org/entity/Q55047230,Gerald Freer Hill,Hill,G.F.,"Hill, G.F.",,65520721,0000 0000 6380 359X,,,,,P000496b,1880.0,1954.0,,,http://www.wikidata.org/wiki/Q55047230,,,,,http://www.eoas.info/biogs/P000496b,
174,6011,Elix,J.A.,Jack,1112,1965.0,2016.0,"Elix, J.A.","Elix, J.A.","Elix, J.A.",1.0,1.0,http://www.wikidata.org/entity/Q21339171,John Alan Elix,Elix,J.A.,"Elix, J.A.",,5178780,0000 0000 8084 828X,93027.0,18445-1,Elix,,P005725b,1941.0,,,,http://www.wikidata.org/wiki/Q21339171,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=93027,https://www.ipni.org/a/18445-1,,http://www.eoas.info/biogs/P005725b,
179,3799,Clarkson,J.R.,,1082,1930.0,1999.0,"Clarkson, J.R.","Clarkson, J.R.","Clarkson, J.R.",1.0,1.0,http://www.wikidata.org/entity/Q21392436,John Richard Clarkson,Clarkson,J.R.,"Clarkson, J.R.",,,,93047,14650-1,J.R.Clarkson,,,1950.0,,,,http://www.wikidata.org/wiki/Q21392436,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=93047,https://www.ipni.org/a/14650-1,,,
182,652,Audas,J.W.C.,,1075,1891.0,1937.0,"Audas, J.W.C.","Audas, J.W.C.","Audas, J.W.C.",1.0,1.0,http://www.wikidata.org/entity/Q21505426,James Wales Claredon Audas,Audas,J.W.C.,"Audas, J.W.C.",,94759120,0000 0000 6520 0397,69008,13242-1,Audas,,,1872.0,1959.0,,,http://www.wikidata.org/wiki/Q21505426,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69008,https://www.ipni.org/a/13242-1,,,
184,4592,Cronin,M.,,1070,1887.0,1982.0,"Cronin, M.","Cronin, M.","Cronin, M.",1.0,1.0,http://www.wikidata.org/entity/Q6838116,Mick Cronin,Cronin,M.,"Cronin, M.",,,,,,,,,1911.0,1979.0,,,http://www.wikidata.org/wiki/Q6838116,,,,,,http://adb.anu.edu.au/biography/cronin-deverick-john-mick-9867
186,9524,Hooker,J.D.,Joseph Dalton,1046,1830.0,1902.0,"Hooker, J.D.","Hooker, J.D.","Hooker, J.D.",1.0,1.0,http://www.wikidata.org/entity/Q157501,Joseph Dalton Hooker,Hooker,J.D.,"Hooker, J.D.",,17306215,0000 0001 1970 6167,407.0,4084-1,Hook.f.,Q157501,P000504b,1817.0,1911.0,,,http://www.wikidata.org/wiki/Q157501,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=407,https://www.ipni.org/a/4084-1,https://bloodhound-tracker.net/Q157501,http://www.eoas.info/biogs/P000504b,http://adb.anu.edu.au/biography/hooker-sir-joseph-dalton-3789
188,9507,Hoogland,R.D.,Ruurd Dirk,1024,1951.0,1975.0,"Hoogland, R.D.","Hoogland, R.D.","Hoogland, R.D.",1.0,1.0,http://www.wikidata.org/entity/Q7383565,Ruurd Dirk Hoogland,Hoogland,R.D.,"Hoogland, R.D.",,76996934,0000 0000 5019 6241,18765,4083-1,Hoogland,Q7383565,,1922.0,1994.0,,,http://www.wikidata.org/wiki/Q7383565,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18765,https://www.ipni.org/a/4083-1,https://bloodhound-tracker.net/Q7383565,,
193,1609,Betche,E.,Ernst,1016,1865.0,1986.0,"Betche, E.","Betche, E.","Betche, E.",1.0,1.0,http://www.wikidata.org/entity/Q8777414,Ernst Betche,Betche,E.,"Betche, E.",,93250440,0000 0000 6457 8785,2251,740-1,Betche,,P000086b,1851.0,1913.0,,,http://www.wikidata.org/wiki/Q8777414,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2251,https://www.ipni.org/a/740-1,,http://www.eoas.info/biogs/P000086b,http://adb.anu.edu.au/biography/betche-ernst-2988
3,21883,Willis,J.H.,James,20637,1885.0,1996.0,"Willis, J.H.","Willis, J.H.","Willis, J.H.",1.0,2.0,http://www.wikidata.org/entity/Q6135471,James Hamlyn Willis,Willis,J.H.,"Willis, J.H.",,75240843,0000 0001 0989 0124,33214,11720-1,J.H.Willis,,P000902b,1910.0,1995.0,,,http://www.wikidata.org/wiki/Q6135471,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33214,https://www.ipni.org/a/11720-1,,http://www.eoas.info/biogs/P000902b,http://adb.anu.edu.au/biography/willis-james-hamlyn-jim-21444
4,21883,Willis,J.H.,James,20637,1885.0,1996.0,"Willis, J.H.","Willis, J.H.","Willis, J.H.",1.0,2.0,http://www.wikidata.org/entity/Q47128902,John H. Willis,Willis,J.H.,"Willis, J.H.",,,,,20012709-2,John H.Willis,,,,,,,http://www.wikidata.org/wiki/Q47128902,,,https://www.ipni.org/a/20012709-2,,,
7,19040,Stajsic,V.,Val,10865,1988.0,2020.0,"Stajsic, V.","Stajsic, V.","Stajsic, V.",1.0,2.0,http://www.wikidata.org/entity/Q26714177,V. Stajsic,Stajsic,V.,"Stajsic, V.",,,,,39262-1,Stajsic,,,,,,,http://www.wikidata.org/wiki/Q26714177,,,https://www.ipni.org/a/39262-1,,,
8,19040,Stajsic,V.,Val,10865,1988.0,2020.0,"Stajsic, V.","Stajsic, V.","Stajsic, V.",1.0,2.0,http://www.wikidata.org/entity/Q21395366,Val Stajsic,Stajsic,V.,"Stajsic, V.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21395366,,,,,,
12,19415,Stuart,C.,Charles,7342,1844.0,1886.0,"Stuart, C.","Stuart, C.","Stuart, C.",1.0,2.0,http://www.wikidata.org/entity/Q21609965,Charles Stuart,Stuart,C.,"Stuart, C.",,,,25086,20006383-1,C.Stuart,,P000807b,1802.0,1877.0,,,http://www.wikidata.org/wiki/Q21609965,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=25086,https://www.ipni.org/a/20006383-1,,http://www.eoas.info/biogs/P000807b,
13,19415,Stuart,C.,Charles,7342,1844.0,1886.0,"Stuart, C.","Stuart, C.","Stuart, C.",1.0,2.0,http://www.wikidata.org/entity/Q66366782,Chris Stuart,Stuart,C.,"Stuart, C.",,23704078,,,,,,,1950.0,,,,http://www.wikidata.org/wiki/Q66366782,,,,,,
17,5618,Drummond,J.,James,6353,1829.0,1889.0,"Drummond, J.","Drummond, J.","Drummond, J.",1.0,2.0,http://www.wikidata.org/entity/Q2589989,James Drummond,Drummond,J.,"Drummond, J.",,30731252,,7553.0,2324-1,J.Drumm.,,P000373b,1787.0,1863.0,,,http://www.wikidata.org/wiki/Q2589989,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7553,https://www.ipni.org/a/2324-1,,http://www.eoas.info/biogs/P000373b,http://adb.anu.edu.au/biography/drummond-james-1995
18,5618,Drummond,J.,James,6353,1829.0,1889.0,"Drummond, J.","Drummond, J.","Drummond, J.",1.0,2.0,http://www.wikidata.org/entity/Q21535357,John Drummond,Drummond,J.,"Drummond, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21535357,,,,,,http://adb.anu.edu.au/biography/drummond-john-1996
30,15121,Oldfield,A.F.,,4108,1850.0,1862.0,"Oldfield, A.F.","Oldfield, A.F.","Oldfield, A.F.",1.0,2.0,http://www.wikidata.org/entity/Q88843212,Augustus Frederick Oldfield,Oldfield,A.F.,"Oldfield, A.F.",,,,,20042870-1,Oldfield,,,1820.0,1887.0,,,http://www.wikidata.org/wiki/Q88843212,,,https://www.ipni.org/a/20042870-1,,,
31,15121,Oldfield,A.F.,,4108,1850.0,1862.0,"Oldfield, A.F.","Oldfield, A.F.","Oldfield, A.F.",1.0,2.0,http://www.wikidata.org/entity/Q4821426,Augustus Frederick Oldfield,Oldfield,A.F.,"Oldfield, A.F.",,29286812,,,,,,P000681b,1820.0,1887.0,,,http://www.wikidata.org/wiki/Q4821426,,,,,http://www.eoas.info/biogs/P000681b,
39,13004,Maxwell,G.,George,3460,1840.0,1978.0,"Maxwell, G.","Maxwell, G.","Maxwell, G.",1.0,2.0,http://www.wikidata.org/entity/Q5542253,George Maxwell,Maxwell,G.,"Maxwell, G.",,,,13698.0,,,,,1804.0,1880.0,,,http://www.wikidata.org/wiki/Q5542253,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=13698,,,,
40,13004,Maxwell,G.,George,3460,1840.0,1978.0,"Maxwell, G.","Maxwell, G.","Maxwell, G.",1.0,2.0,http://www.wikidata.org/entity/Q5542252,George Maxwell,Maxwell,G.,"Maxwell, G.",,,,,,,,,1859.0,1935.0,,,http://www.wikidata.org/wiki/Q5542252,,,,,,http://adb.anu.edu.au/biography/maxwell-george-arnot-7533
42,13582,Melville,R.,,3443,1934.0,2007.0,"Melville, R.","Melville, R.","Melville, R.",1.0,2.0,http://www.wikidata.org/entity/Q7347619,Robert Melville,Melville,R.,"Melville, R.",,14643244,0000 0000 5237 0258,32481,,,,,1723.0,1809.0,,,http://www.wikidata.org/wiki/Q7347619,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32481,,,,
43,13582,Melville,R.,,3443,1934.0,2007.0,"Melville, R.","Melville, R.","Melville, R.",1.0,2.0,http://www.wikidata.org/entity/Q7365114,Ronald Melville,Melville,R.,"Melville, R.",,56763961,0000 0000 3390 2837,32483,6340-1,Melville,,,1903.0,1985.0,,,http://www.wikidata.org/wiki/Q7365114,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=32483,https://www.ipni.org/a/6340-1,,,
62,18745,Smith,R.V.,,2568,1941.0,2001.0,"Smith, R.V.","Smith, R.V.","Smith, R.V.",1.0,2.0,http://www.wikidata.org/entity/Q21609131,Raymond Vaughan Smith,Smith,R.V.,"Smith, R.V.",,,,,9819-1,R.V.Sm.,,,1923.0,,,,http://www.wikidata.org/wiki/Q21609131,,,https://www.ipni.org/a/9819-1,,,
63,18745,Smith,R.V.,,2568,1941.0,2001.0,"Smith, R.V.","Smith, R.V.","Smith, R.V.",1.0,2.0,http://www.wikidata.org/entity/Q21387929,Raymond Vaughan Smith,Smith,R.V.,"Smith, R.V.",,,,,,,,,1923.0,,,,http://www.wikidata.org/wiki/Q21387929,,,,,,
86,1,Klazenga,N.,Niels,2139,1997.0,2018.0,"Klazenga, N.","Klazenga, N.","Klazenga, N.",1.0,2.0,http://www.wikidata.org/entity/Q21517582,Niels Klazenga,Klazenga,N.,"Klazenga, N.",0000-0003-2224-6821,228151588,0000 0003 6337 2939,90456,20015939-1,Klazenga,0000-0003-2224-6821,,1969.0,,,,http://www.wikidata.org/wiki/Q21517582,https://orcid.org/0000-0003-2224-6821,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=90456,https://www.ipni.org/a/20015939-1,https://bloodhound-tracker.net/0000-0003-2224-6821,,
87,1,Klazenga,N.,Niels,2139,1997.0,2018.0,"Klazenga, N.","Klazenga, N.","Klazenga, N.",1.0,2.0,http://www.wikidata.org/entity/Q21387891,N. Klazenga,Klazenga,N.,"Klazenga, N.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21387891,,,,,,
93,18665,Smith,B.H.,Basil,1965,1980.0,2005.0,"Smith, B.H.","Smith, B.H.","Smith, B.H.",1.0,2.0,http://www.wikidata.org/entity/Q21609071,Benjamin Hayes Smith,Smith,B.H.,"Smith, B.H.",,,,30285.0,9775-1,B.H.Sm.,,,1841.0,1918.0,,,http://www.wikidata.org/wiki/Q21609071,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=30285,https://www.ipni.org/a/9775-1,,,
94,18665,Smith,B.H.,Basil,1965,1980.0,2005.0,"Smith, B.H.","Smith, B.H.","Smith, B.H.",1.0,2.0,http://www.wikidata.org/entity/Q21609070,Benjamin Harrison Smith,Smith,B.H.,"Smith, B.H.",,,,,30445-1,B.Harr.Sm.,,,1892.0,,,,http://www.wikidata.org/wiki/Q21609070,,,https://www.ipni.org/a/30445-1,,,
102,17266,Ross,J.H.,Jim,1865,1896.0,2005.0,"Ross, J.H.","Ross, J.H.","Ross, J.H.",1.0,2.0,http://www.wikidata.org/entity/Q5925767,James Henderson Ross,Ross,J.H.,"Ross, J.H.",,254622576,,,8609-1,J.H.Ross,,,1941.0,,,,http://www.wikidata.org/wiki/Q5925767,,,https://www.ipni.org/a/8609-1,,,
103,17266,Ross,J.H.,Jim,1865,1896.0,2005.0,"Ross, J.H.","Ross, J.H.","Ross, J.H.",1.0,2.0,http://www.wikidata.org/entity/Q24026282,John Howlett Ross,Ross,J.H.,"Ross, J.H.",,94130382,,,,,,,1857.0,1953.0,,,http://www.wikidata.org/wiki/Q24026282,,,,,,http://adb.anu.edu.au/biography/ross-john-howlett-8273
104,21952,Wilson,J.B.,John Bracebridge ,1864,1872.0,1895.0,"Wilson, J.B.","Wilson, J.B.","Wilson, J.B.",1.0,2.0,http://www.wikidata.org/entity/Q21612774,John Bracebridge Wilson,Wilson,J.B.,"Wilson, J.B.",,80444445,,35120,31798-1,J.B.Wilson,,P000194b,1828.0,1895.0,,,http://www.wikidata.org/wiki/Q21612774,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35120,https://www.ipni.org/a/31798-1,,http://www.eoas.info/biogs/P000194b,http://adb.anu.edu.au/biography/wilson-john-bracebridge-4869
105,21952,Wilson,J.B.,John Bracebridge ,1864,1872.0,1895.0,"Wilson, J.B.","Wilson, J.B.","Wilson, J.B.",1.0,2.0,http://www.wikidata.org/entity/Q16063106,John Bowie Wilson,Wilson,J.B.,"Wilson, J.B.",,,,,,,,,1820.0,1883.0,,,http://www.wikidata.org/wiki/Q16063106,,,,,,http://adb.anu.edu.au/biography/wilson-john-bowie-4868
111,2521,Brown,A.J.,Austin,1703,1941.0,2017.0,"Brown, A.J.","Brown, A.J.","Brown, A.J.",1.0,2.0,http://www.wikidata.org/entity/Q33665234,A.J. Brown,Brown,A.J.,"Brown, A.J.",,,,,39445-1,A.J.Br.,,,,,,,http://www.wikidata.org/wiki/Q33665234,,,https://www.ipni.org/a/39445-1,,,
112,2521,Brown,A.J.,Austin,1703,1941.0,2017.0,"Brown, A.J.","Brown, A.J.","Brown, A.J.",1.0,2.0,http://www.wikidata.org/entity/Q21535405,Alfred John Brown,Brown,A.J.,"Brown, A.J.",,94738948,0000 0001 0859 4147,,,,,,1893.0,1976.0,,,http://www.wikidata.org/wiki/Q21535405,,,,,,http://adb.anu.edu.au/biography/brown-alfred-john-9596
142,13829,Milne,J.,Josephine,1282,1993.0,2018.0,"Milne, J.","Milne, J.","Milne, J.",1.0,2.0,http://www.wikidata.org/entity/Q2739759,John Milne,Milne,J.,"Milne, J.",,5712308,0000 0000 8195 0104,,,,,,1850.0,1913.0,,,http://www.wikidata.org/wiki/Q2739759,,,,,,
143,13829,Milne,J.,Josephine,1282,1993.0,2018.0,"Milne, J.","Milne, J.","Milne, J.",1.0,2.0,http://www.wikidata.org/entity/Q21521526,Josephine Milne,Milne,J.,"Milne, J.",,,,,20025280-1,J.Milne,,,1957.0,,,,http://www.wikidata.org/wiki/Q21521526,,,https://www.ipni.org/a/20025280-1,,,
169,7114,Galbraith,J.,Jean,1144,1922.0,1992.0,"Galbraith, J.","Galbraith, J.","Galbraith, J.",1.0,2.0,http://www.wikidata.org/entity/Q22104316,John Galbraith,Galbraith,J.,"Galbraith, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22104316,,,,,,
170,7114,Galbraith,J.,Jean,1144,1922.0,1992.0,"Galbraith, J.","Galbraith, J.","Galbraith, J.",1.0,2.0,http://www.wikidata.org/entity/Q16014376,Jean Galbraith,Galbraith,J.,"Galbraith, J.",,282365075,,,,,,P001975b,1906.0,1999.0,,,http://www.wikidata.org/wiki/Q16014376,,,,,http://www.eoas.info/biogs/P001975b,
196,7835,Gray,B.,,1001,1956.0,2011.0,"Gray, B.","Gray, B.","Gray, B.",1.0,2.0,http://www.wikidata.org/entity/Q52483753,Bessie Gray,Gray,B.,"Gray, B.",,63146936678413781031,,,,,,,1854.0,1925.0,,,http://www.wikidata.org/wiki/Q52483753,,,,,,
197,7835,Gray,B.,,1001,1956.0,2011.0,"Gray, B.","Gray, B.","Gray, B.",1.0,2.0,http://www.wikidata.org/entity/Q13415750,Bruce Gray,Gray,B.,"Gray, B.",,16639496,,,3353-1,B.Gray,,,1939.0,,,,http://www.wikidata.org/wiki/Q13415750,,,https://www.ipni.org/a/3353-1,,,
95,6744,Forrest,J.,,1952,1818.0,1890.0,"Forrest, J.","Forrest, J.","Forrest, J.",1.0,4.0,http://www.wikidata.org/entity/Q58096102,Jessica Forrest,Forrest,J.,"Forrest, J.",0000-0002-5273-9339,160797679,,,,,,,,,,,http://www.wikidata.org/wiki/Q58096102,https://orcid.org/0000-0002-5273-9339,,,,,
96,6744,Forrest,J.,,1952,1818.0,1890.0,"Forrest, J.","Forrest, J.","Forrest, J.",1.0,4.0,http://www.wikidata.org/entity/Q921617,John Forrest,Forrest,J.,"Forrest, J.",,64786403,0000 0000 8389 3342,,,,,P000048b,1847.0,1918.0,,,http://www.wikidata.org/wiki/Q921617,,,,,http://www.eoas.info/biogs/P000048b,http://adb.anu.edu.au/biography/forrest-sir-john-6211
97,6744,Forrest,J.,,1952,1818.0,1890.0,"Forrest, J.","Forrest, J.","Forrest, J.",1.0,4.0,http://www.wikidata.org/entity/Q21535404,John Forrest,Forrest,J.,"Forrest, J.",,185402312,,,,,,,1820.0,1883.0,,,http://www.wikidata.org/wiki/Q21535404,,,,,,http://adb.anu.edu.au/biography/forrest-john-3551
