,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
98,6744,Forrest,J.,,1952,1818.0,1890.0,"Forrest, J.","Forrest, J.","Forrest, J.",1.0,4.0,http://www.wikidata.org/entity/Q24082381,John Forrest,Forrest,J.,"Forrest, J.",,,,,,,,,1848.0,1911.0,,,http://www.wikidata.org/wiki/Q24082381,,,,,,http://adb.anu.edu.au/biography/forrest-john-6365
162,14036,Moore,C.,Charles ,1166,1845.0,1986.0,"Moore, C.","Moore, C.","Moore, C.",1.0,4.0,http://www.wikidata.org/entity/Q2959847,Charles Moore,Moore,C.,"Moore, C.",,94637308,0000 0000 7606 5768,2348.0,6612-1,C.Moore,,P000108b,1820.0,1905.0,,,http://www.wikidata.org/wiki/Q2959847,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2348,https://www.ipni.org/a/6612-1,,http://www.eoas.info/biogs/P000108b,http://adb.anu.edu.au/biography/moore-charles-4229
163,14036,Moore,C.,Charles ,1166,1845.0,1986.0,"Moore, C.","Moore, C.","Moore, C.",1.0,4.0,http://www.wikidata.org/entity/Q5081055,Charles Moore,Moore,C.,"Moore, C.",,73471852,,,,,,,1815.0,1881.0,,,http://www.wikidata.org/wiki/Q5081055,,,,,,
164,14036,Moore,C.,Charles ,1166,1845.0,1986.0,"Moore, C.","Moore, C.","Moore, C.",1.0,4.0,http://www.wikidata.org/entity/Q21068908,Charles Moore,Moore,C.,"Moore, C.",,,,,,,,,1820.0,1895.0,,,http://www.wikidata.org/wiki/Q21068908,,,,,,http://adb.anu.edu.au/biography/moore-charles-4228
165,14036,Moore,C.,Charles ,1166,1845.0,1986.0,"Moore, C.","Moore, C.","Moore, C.",1.0,4.0,http://www.wikidata.org/entity/Q24038530,Carrie Moore,Moore,C.,"Moore, C.",,106868041,,,,,,,1882.0,1956.0,,,http://www.wikidata.org/wiki/Q24038530,,,,,,http://adb.anu.edu.au/biography/moore-caroline-ellen-carrie-7633
67,2564,Brown,R.,Robert,2504,1801.0,1982.0,"Brown, R.","Brown, R.","Brown, R.",1.0,5.0,http://www.wikidata.org/entity/Q155764,Robert Brown,Brown,R.,"Brown, R.",,34572082,0000 0000 8113 5572,38122.0,1192-1,R.Br.,Q155764,P000270b,1773.0,1858.0,,,http://www.wikidata.org/wiki/Q155764,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38122,https://www.ipni.org/a/1192-1,https://bloodhound-tracker.net/Q155764,http://www.eoas.info/biogs/P000270b,http://adb.anu.edu.au/biography/brown-robert-1835
68,2564,Brown,R.,Robert,2504,1801.0,1982.0,"Brown, R.","Brown, R.","Brown, R.",1.0,5.0,http://www.wikidata.org/entity/Q4269338,Robert Brown,Brown,R.,"Brown, R.",,27283813,0000 0001 0882 3739,81333.0,1193-1,R.Br.ter,,,1842.0,1895.0,,,http://www.wikidata.org/wiki/Q4269338,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81333,https://www.ipni.org/a/1193-1,,,
69,2564,Brown,R.,Robert,2504,1801.0,1982.0,"Brown, R.","Brown, R.","Brown, R.",1.0,5.0,http://www.wikidata.org/entity/Q7342406,Robert Brown,Brown,R.,"Brown, R.",,8838901,0000 0000 8195 915X,,,,,,1757.0,1831.0,,,http://www.wikidata.org/wiki/Q7342406,,,,,,
70,2564,Brown,R.,Robert,2504,1801.0,1982.0,"Brown, R.","Brown, R.","Brown, R.",1.0,5.0,http://www.wikidata.org/entity/Q7342412,Robert Brown,Brown,R.,"Brown, R.",,,,,1194-1,R.Br.bis,,,1820.0,1906.0,,,http://www.wikidata.org/wiki/Q7342412,,,https://www.ipni.org/a/1194-1,,,
71,2564,Brown,R.,Robert,2504,1801.0,1982.0,"Brown, R.","Brown, R.","Brown, R.",1.0,5.0,http://www.wikidata.org/entity/Q21337638,Roselyn Brown,Brown,R.,"Brown, R.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21337638,,,,,,
116,11064,Koch,M.,Maxwell,1595,1882.0,1928.0,"Koch, M.","Koch, M.","Koch, M.",1.0,5.0,http://www.wikidata.org/entity/Q1417855,Manfred Koch,Koch,M.,"Koch, M.",,84342062,,,,,,,1901.0,1972.0,,,http://www.wikidata.org/wiki/Q1417855,,,,,,
117,11064,Koch,M.,Maxwell,1595,1882.0,1928.0,"Koch, M.","Koch, M.","Koch, M.",1.0,5.0,http://www.wikidata.org/entity/Q13607931,Max Koch,Koch,M.,"Koch, M.",,213149106269868492334,,14659,20000001-2,Max Koch,,,1854.0,1925.0,,,http://www.wikidata.org/wiki/Q13607931,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14659,https://www.ipni.org/a/20000001-2,,,
118,11064,Koch,M.,Maxwell,1595,1882.0,1928.0,"Koch, M.","Koch, M.","Koch, M.",1.0,5.0,http://www.wikidata.org/entity/Q21389766,Milan Koch,Koch,M.,"Koch, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21389766,,,,,,
119,11064,Koch,M.,Maxwell,1595,1882.0,1928.0,"Koch, M.","Koch, M.","Koch, M.",1.0,5.0,http://www.wikidata.org/entity/Q50395475,Markus Koch,Koch,M.,"Koch, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q50395475,,,,,,
120,11064,Koch,M.,Maxwell,1595,1882.0,1928.0,"Koch, M.","Koch, M.","Koch, M.",1.0,5.0,http://www.wikidata.org/entity/Q21517654,Marcus Koch,Koch,M.,"Koch, M.",0000-0002-1693-6829,7587155044748772520009,,,20031598-1,M.A.Koch,,,1967.0,,,,http://www.wikidata.org/wiki/Q21517654,https://orcid.org/0000-0002-1693-6829,,https://www.ipni.org/a/20031598-1,,,
32,16555,Ratkowsky,D.A.,David,4085,1966.0,2018.0,"Ratkowsky, D.A.","Ratkowsky, D.A.","Ratkowsky, D.(.).",0.944,1.0,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky,Ratkowsky,D.(.).,"Ratkowsky, D.(.).",,,,,20039130-1,Ratkowsky,,,,,,,http://www.wikidata.org/wiki/Q88847216,,,https://www.ipni.org/a/20039130-1,,,
161,5716,Dunlop,C.R.,,1169,1968.0,2000.0,"Dunlop, C.R.","Dunlop, C.R.","Dunlop, C.",0.935,1.0,http://www.wikidata.org/entity/Q13420116,Clyde Dunlop,Dunlop,C.,"Dunlop, C.",,279666372,,69477,13280-1,Dunlop,,P005245b,1946.0,,,,http://www.wikidata.org/wiki/Q13420116,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69477,https://www.ipni.org/a/13280-1,,http://www.eoas.info/biogs/P005245b,
24,18465,Simmons,J.G.,,5845,1944.0,2005.0,"Simmons, J.G.","Simmons, J.G.","Simmons, J.",0.923,1.0,http://www.wikidata.org/entity/Q21535956,Joseph Simmons,Simmons,J.,"Simmons, J.",,17151538,,,,,,,1810.0,1893.0,,,http://www.wikidata.org/wiki/Q21535956,,,,,,http://adb.anu.edu.au/biography/simmons-joseph-2663
171,11639,LeBreton,C.,,1140,1975.0,1991.0,"LeBreton, C.","LeBreton, C.","LeBreton, M.",0.917,1.0,http://www.wikidata.org/entity/Q21341238,Matthew LeBreton,LeBreton,M.,"LeBreton, M.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21341238,,,,,,
76,18544,Sinkora,D.,,2477,1969.0,1993.0,"Sinkora, D.","Sinkora, D.","Sinkora, D.M.",0.916,1.0,http://www.wikidata.org/entity/Q21608980,Doris Martha Sinkora,Sinkora,D.M.,"Sinkora, D.M.",,,,,30424-1,Sinkora,,,1927.0,,,,http://www.wikidata.org/wiki/Q21608980,,,https://www.ipni.org/a/30424-1,,,
175,7345,George,A.S.,Alex,1108,1957.0,2017.0,"George, A.S.","George, A.S.","George, A.",0.915,1.0,http://www.wikidata.org/entity/Q2702267,Alex George,George,A.,"George, A.",,121789273,0000 0001 0803 529X,,3090-1,A.S.George,,,1939.0,,,,http://www.wikidata.org/wiki/Q2702267,,,https://www.ipni.org/a/3090-1,,,
108,13285,McHard,M.,Mary,1777,1847.0,1895.0,"McHard, M.","McHard, M.","McHard, M.A.",0.914,1.0,http://www.wikidata.org/entity/Q67954831,Mary Ann McHard,McHard,M.A.,"McHard, M.A.",,,,,,,,P006109b,1825.0,1912.0,,,http://www.wikidata.org/wiki/Q67954831,,,,,http://www.eoas.info/biogs/P006109b,
53,4400,Coveny,R.G.,,3070,1953.0,2013.0,"Coveny, R.G.","Coveny, R.G.","Coveny, R.",0.912,1.0,http://www.wikidata.org/entity/Q21537426,Robert Coveny,Coveny,R.,"Coveny, R.",,,,,,,,,1809.0,1878.0,,,http://www.wikidata.org/wiki/Q21537426,,,,,,http://adb.anu.edu.au/biography/coveny-robert-3271
166,18908,Specht,R.L.,,1158,1948.0,1989.0,"Specht, R.L.","Specht, R.L.","Specht, R.",0.912,1.0,http://www.wikidata.org/entity/Q3277170,Raymond Specht,Specht,R.,"Specht, R.",,27126714,0000 0001 0881 7822,,9954-1,Specht,,P001449b,1924.0,,,,http://www.wikidata.org/wiki/Q3277170,,,https://www.ipni.org/a/9954-1,,http://www.eoas.info/biogs/P001449b,
191,8624,Hartmann,C.H.,Carl,1017,1856.0,1889.0,"Hartmann, C.H.","Hartmann, C.H.","Hartmann, C.",0.911,2.0,http://www.wikidata.org/entity/Q47118583,Claudia Hartmann,Hartmann,C.,"Hartmann, C.",,,,,20001225-1,C.Hartmann,,,,,,,http://www.wikidata.org/wiki/Q47118583,,,https://www.ipni.org/a/20001225-1,,,
192,8624,Hartmann,C.H.,Carl,1017,1856.0,1889.0,"Hartmann, C.H.","Hartmann, C.H.","Hartmann, C.",0.911,2.0,http://www.wikidata.org/entity/Q21339556,Claudia Hartmann,Hartmann,C.,"Hartmann, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21339556,,,,,,
158,6349,Fawcett,H.C.,,1203,1867.0,1887.0,"Fawcett, H.C.","Fawcett, H.C.","Fawcett, H.S.",0.91,1.0,http://www.wikidata.org/entity/Q21512690,Howard Samuel Fawcett,Fawcett,H.S.,"Fawcett, H.S.",,93937790,0000 0000 6669 7956,7857.0,18684-1,H.S.Fawc.,,,1877.0,1948.0,,,http://www.wikidata.org/wiki/Q21512690,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7857,https://www.ipni.org/a/18684-1,,,
58,16991,Robbins,F.,,2697,1925.0,1985.0,"Robbins, F.","Robbins, F.","Robbins, J.",0.896,1.0,http://www.wikidata.org/entity/Q55071951,John Robbins,Robbins,J.,"Robbins, J.",,,,,,,,,1927.0,2004.0,,,http://www.wikidata.org/wiki/Q55071951,,,,,,
124,21268,Webb,W.,,1579,1879.0,1896.0,"Webb, W.","Webb, W.","Webb, W.A.",0.893,1.0,http://www.wikidata.org/entity/Q8004315,William Alfred Webb,Webb,W.A.,"Webb, W.A.",,249819769,,,,,,,1878.0,1936.0,,,http://www.wikidata.org/wiki/Q8004315,,,,,,http://adb.anu.edu.au/biography/webb-william-alfred-9026
148,16719,Reid,J.C.,John,1250,1974.0,2011.0,"Reid, J.C.","Reid, J.C.","Reid, J.",0.892,4.0,http://www.wikidata.org/entity/Q22109480,James Reid,Reid,J.,"Reid, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q22109480,,,,,,
149,16719,Reid,J.C.,John,1250,1974.0,2011.0,"Reid, J.C.","Reid, J.C.","Reid, J.",0.892,4.0,http://www.wikidata.org/entity/Q47125085,James Reid,Reid,J.,"Reid, J.",,,,,25480-1,J.Reid,,,,,,,http://www.wikidata.org/wiki/Q47125085,,,https://www.ipni.org/a/25480-1,,,
150,16719,Reid,J.C.,John,1250,1974.0,2011.0,"Reid, J.C.","Reid, J.C.","Reid, J.",0.892,4.0,http://www.wikidata.org/entity/Q24239535,John Reid,Reid,J.,"Reid, J.",,4850150749010816420005,,,,,,,1858.0,1919.0,,,http://www.wikidata.org/wiki/Q24239535,,,,,,http://adb.anu.edu.au/biography/reid-john-8175
151,16719,Reid,J.C.,John,1250,1974.0,2011.0,"Reid, J.C.","Reid, J.C.","Reid, J.",0.892,4.0,http://www.wikidata.org/entity/Q24250525,John Reid,Reid,J.,"Reid, J.",,,,,,,,,1825.0,1882.0,,,http://www.wikidata.org/wiki/Q24250525,,,,,,http://adb.anu.edu.au/biography/reid-john-4915
64,4492,Craven,L.A.,Lyn,2564,1962.0,2008.0,"Craven, L.A.","Craven, L.A.","Craven, L.",0.89,1.0,http://www.wikidata.org/entity/Q6708677,Lyndley Craven,Craven,L.,"Craven, L.",,309880400,,93179,12457-1,Craven,,P005723b,1945.0,2014.0,,,http://www.wikidata.org/wiki/Q6708677,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=93179,https://www.ipni.org/a/12457-1,,http://www.eoas.info/biogs/P005723b,
138,20156,Tonkin,J.E.,Jenny,1289,1994.0,2006.0,"Tonkin, J.E.","Tonkin, J.E.","Tonkin, J.A.",0.887,1.0,http://www.wikidata.org/entity/Q21535206,John Andrew Tonkin,Tonkin,J.A.,"Tonkin, J.A.",,158693004,,,,,,,1900.0,1952.0,,,http://www.wikidata.org/wiki/Q21535206,,,,,,http://adb.anu.edu.au/biography/tonkin-john-andrew-11871
1,14283,Mueller,F. ,Ferdinand Jacob Heinrich,25429,1812.0,1895.0,"Mueller, F. ","Mueller, F. ","Mueller, F.v.",0.885,1.0,http://www.wikidata.org/entity/Q708002,Ferdinand von Mueller,Mueller,F.v.,"Mueller, F.v.",,95199327,0000 0001 0786 2787,13918.0,6732-1,F.Muell.,Q708002,P000663b,1825.0,1896.0,,,http://www.wikidata.org/wiki/Q708002,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=13918,https://www.ipni.org/a/6732-1,https://bloodhound-tracker.net/Q708002,http://www.eoas.info/biogs/P000663b,http://adb.anu.edu.au/biography/mueller-sir-ferdinand-jakob-heinrich-von-4266
79,18408,Sieber,F.W.,Franz Wilhelm,2428,1811.0,1923.0,"Sieber, F.W.","Sieber, F.W.","Sieber, F.",0.885,1.0,http://www.wikidata.org/entity/Q78907,Franz Sieber,Sieber,F.,"Sieber, F.",,22916664,0000 0001 2209 4341,1684.0,9612-1,Sieber,,,1789.0,1844.0,,,http://www.wikidata.org/wiki/Q78907,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1684,https://www.ipni.org/a/9612-1,,,
100,6710,Foreman,D.B.,Don,1929,1972.0,2003.0,"Foreman, D.B.","Foreman, D.B.","Foreman, D.",0.884,1.0,http://www.wikidata.org/entity/Q18984668,Donald Foreman,Foreman,D.,"Foreman, D.",,91467425,0000 0000 6782 9631,49657,2823-1,Foreman,,,1945.0,2004.0,,,http://www.wikidata.org/wiki/Q18984668,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=49657,https://www.ipni.org/a/2823-1,,,
187,21755,Wilhelmi,J.F.C.,,1035,1847.0,1887.0,"Wilhelmi, J.F.C.","Wilhelmi, J.F.C.","Wilhelmi, J.",0.883,1.0,http://www.wikidata.org/entity/Q19214615,J. Wilhelmi,Wilhelmi,J.,"Wilhelmi, J.",,57390646,0000 0000 8239 5755,,,,,,1880.0,1937.0,,,http://www.wikidata.org/wiki/Q19214615,,,,,,
47,16621,Reader,F.M.,Felix Maximilian,3371,1854.0,1996.0,"Reader, F.M.","Reader, F.M.","Reader, F.",0.882,1.0,http://www.wikidata.org/entity/Q5442312,Felix Reader,Reader,F.,"Reader, F.",,,,45078.0,8205-1,Reader,,,1850.0,1911.0,,,http://www.wikidata.org/wiki/Q5442312,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=45078,https://www.ipni.org/a/8205-1,,,
20,1796,Black,R.A.,Raleigh,6142,1900.0,1953.0,"Black, R.A.","Black, R.A.","Black, R.",0.882,2.0,http://www.wikidata.org/entity/Q7342125,Robert Black,Black,R.,"Black, R.",,24174097,0000 0000 4317 8336,,,,,,1829.0,1915.0,,,http://www.wikidata.org/wiki/Q7342125,,,,,,
21,1796,Black,R.A.,Raleigh,6142,1900.0,1953.0,"Black, R.A.","Black, R.A.","Black, R.",0.882,2.0,http://www.wikidata.org/entity/Q7286889,Raleigh Black,Black,R.,"Black, R.",,,,22318,829-1,R.A.Black,,P005180b,1880.0,1963.0,,,http://www.wikidata.org/wiki/Q7286889,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22318,https://www.ipni.org/a/829-1,,http://www.eoas.info/biogs/P005180b,
127,11873,Lewis,S.H.,Simon,1518,1971.0,2003.0,"Lewis, S.H.","Lewis, S.H.","Lewis, S.",0.877,1.0,http://www.wikidata.org/entity/Q7407793,Sam Lewis,Lewis,S.,"Lewis, S.",,,,,,,,,1901.0,1976.0,,,http://www.wikidata.org/wiki/Q7407793,,,,,,http://adb.anu.edu.au/biography/lewis-samuel-phineas-sam-10825
139,4506,Crawford,I.,,1287,1985.0,2012.0,"Crawford, I.","Crawford, I.","Crawford, J.",0.875,3.0,http://www.wikidata.org/entity/Q6227536,John Crawford,Crawford,J.,"Crawford, J.",,32129520,0000 0001 2126 8426,,,,,P003463b,1910.0,1984.0,,,http://www.wikidata.org/wiki/Q6227536,,,,,http://www.eoas.info/biogs/P003463b,http://adb.anu.edu.au/biography/crawford-sir-john-grenfell-jack-1391
140,4506,Crawford,I.,,1287,1985.0,2012.0,"Crawford, I.","Crawford, I.","Crawford, J.",0.875,3.0,http://www.wikidata.org/entity/Q6131906,James Crawford,Crawford,J.,"Crawford, J.",,,,,,,,,1908.0,1973.0,,,http://www.wikidata.org/wiki/Q6131906,,,,,,http://adb.anu.edu.au/biography/crawford-james-jim-12867
141,4506,Crawford,I.,,1287,1985.0,2012.0,"Crawford, I.","Crawford, I.","Crawford, J.",0.875,3.0,http://www.wikidata.org/entity/Q376581,Jack Crawford,Crawford,J.,"Crawford, J.",,2353157040165367040002,,,,,,,1908.0,1991.0,1926.0,1951.0,http://www.wikidata.org/wiki/Q376581,,,,,,http://adb.anu.edu.au/biography/crawford-john-herbert-jack-17495
190,12858,Maslin,B.R.,Bruce,1018,1910.0,2013.0,"Maslin, B.R.","Maslin, B.R.","Maslin, B.",0.874,1.0,http://www.wikidata.org/entity/Q2926444,Bruce Maslin,Maslin,B.,"Maslin, B.",,94978723,0000 0000 6608 3807,5215.0,6190-1,Maslin,,P005560b,1946.0,,,,http://www.wikidata.org/wiki/Q2926444,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=5215,https://www.ipni.org/a/6190-1,,http://www.eoas.info/biogs/P005560b,
147,19876,Thiele,K.R.,Kevin,1262,1973.0,2018.0,"Thiele, K.R.","Thiele, K.R.","Thiele, K.",0.871,1.0,http://www.wikidata.org/entity/Q547084,Kevin Thiele,Thiele,K.,"Thiele, K.",0000-0002-6658-6636,,,,27657-1,K.R.Thiele,0000-0002-6658-6636,,1959.0,,,,http://www.wikidata.org/wiki/Q547084,https://orcid.org/0000-0002-6658-6636,,https://www.ipni.org/a/27657-1,https://bloodhound-tracker.net/0000-0002-6658-6636,,
50,4419,Cowie,I.D.,Ian,3135,1981.0,2018.0,"Cowie, I.D.","Cowie, I.D.","Cowie, I.",0.871,2.0,http://www.wikidata.org/entity/Q6076172,Isaac Cowie,Cowie,I.,"Cowie, I.",,104503637,0000 0000 7897 3559,,,,,,1848.0,1917.0,,,http://www.wikidata.org/wiki/Q6076172,,,,,,
51,4419,Cowie,I.D.,Ian,3135,1981.0,2018.0,"Cowie, I.D.","Cowie, I.D.","Cowie, I.",0.871,2.0,http://www.wikidata.org/entity/Q18983983,Ian Cowie,Cowie,I.,"Cowie, I.",,,,,36613-1,Cowie,,,,,,,http://www.wikidata.org/wiki/Q18983983,,,https://www.ipni.org/a/36613-1,,,
23,18470,Simmons,M.H.,,5900,1944.0,2005.0,"Simmons, M.H.","Simmons, M.H.","Simmons, M.P.",0.867,1.0,http://www.wikidata.org/entity/Q19002124,Mark P. Simmons,Simmons,M.P.,"Simmons, M.P.",,,,,37726-1,M.P.Simmons,,,,,,,http://www.wikidata.org/wiki/Q19002124,,,https://www.ipni.org/a/37726-1,,,
38,18385,Short,P.S.,Phillip,3469,1971.0,2011.0,"Short, P.S.","Short, P.S.","Short, P.",0.866,1.0,http://www.wikidata.org/entity/Q5814766,Philip Short,Short,P.,"Short, P.",,,,,14568-1,P.S.Short,,,1955.0,,,,http://www.wikidata.org/wiki/Q5814766,,,https://www.ipni.org/a/14568-1,,,
121,465,Archer,W.R.,William Richard,1591,1978.0,2013.0,"Archer, W.R.","Archer, W.R.","Archer, W.",0.865,3.0,http://www.wikidata.org/entity/Q10426833,William Archer,Archer,W.,"Archer, W.",,80807018,0000 0000 5618 1569,,254-1,W.Archer,,,1830.0,1897.0,,,http://www.wikidata.org/wiki/Q10426833,,,https://www.ipni.org/a/254-1,,,
